,TSS,CTL,TSB,SDNN,RMSSD,RHR_lying,RHR_standing,SLEEP,SLEEPQ,STRESS,MOTIVATION,MOOD,SORE,Duration,Intensity,HeartRate,Power,Run EF,Feeling,FeelPrev,FeelPrev2,FeelPrev3,FeelPrev4,FeelPrev4avg,DurationPrev,IntensityPrev,SDNN7,RMSSD7,BikeEF,HeartRatePrev
4/22/2018,0,29.6483599,-3.327568102,56.50483559,41.61121857,54.55319149,68.45647969,8.783755677,3,3,3,3,3,0,0,0,,0,5,5,5,5,5,5,0,0,45.42995303,28.60320531,,90.78069196
4/23/2018,0,28.950784,-3.249276037,64,49,58,71,8.45,3,2,3,4,3,0,0,0,,0,5,5,5,5,5,5,0,0,47.0013816,31.88891959,,0
4/24/2018,8,28.45784739,-2.296075757,56.50483559,41.61121857,54.55319149,68.45647969,8.783755677,3,3,3,3,3,0.6,0.365148372,98,0,0,5,5,5,5,5,5,0,0,51.64492954,35.11909367,0,0
4/25/2018,43,28.79999971,1.593729575,56.50483559,41.61121857,54.55319149,68.45647969,8.783755677,3,3,3,3,3,0.73,0.767490128,128,,0,5,5,5,5,5,5,0.6,0.365148372,54.14562034,36.77783918,,98
4/26/2018,0,28.12238429,-3.156301031,56.50483559,41.61121857,54.55319149,68.45647969,8.783755677,3,3,3,3,3,0,0,0,,0,5,5,5,5,5,5,0.73,0.767490128,56.93202542,38.86515612,,128
4/27/2018,0,27.46071202,-3.082038591,56.50483559,41.61121857,54.55319149,68.45647969,8.783755677,3,3,3,3,3,0,0,0,,0,5,5,5,5,5,5,0,0,56.93202542,38.86515612,,0
4/28/2018,0,26.81460779,-3.009523422,56.50483559,41.61121857,54.55319149,68.45647969,8.783755677,3,3,3,3,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,57.57557336,42.66675877,0.007778084,0
4/29/2018,0,26.18370529,-2.938714412,0,0,67,85,9.23333,3,3,3,2,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,49.50345399,36.72229898,0.007778084,90.78069196
4/30/2018,0,25.56764687,-2.869571418,56.50483559,41.61121857,54.55319149,68.45647969,8.783755677,3,3,3,3,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,48.43271622,35.66675877,0.007778084,90.78069196
5/1/2018,8,25.15430977,-1.925304947,56.50483559,41.61121857,54.55319149,68.45647969,8.783755677,3,3,3,3,3,0.6,0.365148372,98,,0,5,5,5,5,5,5,0,0,48.43271622,35.66675877,,90.78069196
5/2/2018,82,26.49179298,6.229934461,0,0,56,61,9.26667,3,3,3,4,3,1.07,0.875417124,0,0,0,5,5,5,5,5,5,0.6,0.365148372,40.36059685,29.72229898,,98
5/3/2018,20,26.33905204,-0.711460177,0,0,60,68,8.6,3,2,3,2,3,0.38,0.72547625,102,0,1.294117647,5,5,5,5,5,5,1.07,0.875417124,32.28847748,23.77783918,0,0
5/4/2018,0,25.71933857,-2.886596457,56.50483559,41.61121857,54.55319149,68.45647969,8.783755677,3,3,3,3,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0.38,0.72547625,32.28847748,23.77783918,0.007778084,102
5/5/2018,19,25.56124387,-0.73639776,56.50483559,41.61121857,54.55319149,68.45647969,8.783755677,3,3,3,3,3,0.36,0.726483157,116,0,1.189655172,5,5,5,5,5,5,0,0,32.28847748,23.77783918,0,90.78069196
5/6/2018,0,24.95983091,-2.801353513,43,36,56,71,9,3,3,2,3,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0.36,0.726483157,38.43133462,28.92069632,0.007778084,116
5/7/2018,0,24.37256819,-2.73544239,56.50483559,41.61121857,54.55319149,68.45647969,8.783755677,3,3,3,3,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,38.43133462,28.92069632,0.007778084,90.78069196
5/8/2018,0,23.79912277,-2.671082045,0,0,59,77,9.08333,3,3,3,3,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,30.35921525,22.97623653,0.007778084,90.78069196
5/9/2018,0,23.23916955,-2.608235989,70,56,59,73,8.55,3,2,3,4,3,0,0,0,,0,5,5,5,5,5,5,0,0,40.35921525,30.97623653,,90.78069196
5/10/2018,0,22.69239109,-2.546868596,56.50483559,41.61121857,54.55319149,68.45647969,8.783755677,3,3,3,3,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,48.43133462,36.92069632,0.007778084,0
5/11/2018,0,22.1584774,-2.486945073,56.50483559,41.61121857,54.55319149,68.45647969,8.783755677,3,3,3,3,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,48.43133462,36.92069632,0.007778084,90.78069196
5/12/2018,0,21.6371258,-2.42843145,56.50483559,41.61121857,54.55319149,68.45647969,8.783755677,3,3,3,3,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,48.43133462,36.92069632,0.007778084,90.78069196
5/13/2018,0,21.12804072,-2.371294554,56.50483559,41.61121857,54.55319149,68.45647969,8.783755677,3,3,3,3,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,50.36059685,37.72229898,0.007778084,90.78069196
5/14/2018,0,20.63093356,-2.315501993,56.50483559,41.61121857,54.55319149,68.45647969,8.783755677,3,3,3,3,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,50.36059685,37.72229898,0.007778084,90.78069196
5/15/2018,32,20.89842852,1.245979044,56.50483559,41.61121857,54.55319149,68.45647969,8.783755677,3,3,3,3,3,1.45,0.469776176,172,0,0,5,5,5,5,5,5,0,0,58.43271622,43.66675877,0,90.78069196
5/16/2018,0,20.40672374,-2.290337922,56.50483559,41.61121857,54.55319149,68.45647969,8.783755677,3,3,3,3,3,0,0,0,,0,5,5,5,5,5,5,1.45,0.469776176,56.50483559,41.61121857,,172
5/17/2018,0,19.92658795,-2.236450133,56.50483559,41.61121857,54.55319149,68.45647969,8.783755677,3,3,3,3,3,0,0,0,,0,5,5,5,5,5,5,0,0,56.50483559,41.61121857,,0
5/18/2018,0,19.45774895,-2.183830234,56.50483559,41.61121857,54.55319149,68.45647969,8.783755677,3,3,3,3,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,56.50483559,41.61121857,0.007778084,0
5/19/2018,0,18.99994093,-2.132448392,45,52,52,66,8.13333,4,3,2,2,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,54.86128765,43.0953302,0.007778084,90.78069196
5/20/2018,0,18.55290437,-2.082275478,56.50483559,41.61121857,54.55319149,68.45647969,8.783755677,3,3,3,3,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,54.86128765,43.0953302,0.007778084,90.78069196
5/21/2018,0,18.11638582,-2.033283048,56.50483559,41.61121857,54.55319149,68.45647969,8.783755677,3,3,3,3,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,54.86128765,43.0953302,0.007778084,90.78069196
5/22/2018,25,18.27834565,0.754401345,56.50483559,41.61121857,54.55319149,68.45647969,8.783755677,3,3,3,3,3,1.19,0.458349249,100,0,0.66,2,5,5,5,5,5,0,0,54.86128765,43.0953302,0,90.78069196
5/23/2018,36,18.69530629,1.94218321,56.50483559,41.61121857,54.55319149,68.45647969,8.783755677,3,3,3,3,3,0.72,0.707106781,127,0,0.897637795,5,2,5,5,5,4.25,1.19,0.458349249,54.86128765,43.0953302,0,100
5/24/2018,38,19.14951317,2.115674489,56.50483559,41.61121857,54.55319149,68.45647969,8.783755677,3,3,3,3,3,1.47,0.508432298,100,0,0.829787234,5,5,2,5,5,4.25,0.72,0.707106781,54.86128765,43.0953302,0,127
5/25/2018,0,18.69895743,-2.098667666,0,31,57,0,9.08333,3,3,2,2,3,0,0,0,,0,5,5,5,2,5,4.25,1.47,0.508432298,46.78916828,41.57944183,,100
5/26/2018,37,19.12955009,2.00568056,56.50483559,41.61121857,54.55319149,68.45647969,8.783755677,3,3,3,3,3,0.7,0.72702918,120,0,1,4,5,5,5,2,4.25,0,0,48.43271622,40.0953302,0,0
5/27/2018,0,18.67946404,-2.096479836,56.50483559,41.61121857,54.55319149,68.45647969,8.783755677,3,3,3,3,3,0,0,90.78069196,0.706099815,0,5,4,5,5,5,4.75,0.7,0.72702918,48.43271622,40.0953302,0.007778084,120
5/28/2018,0,18.23996776,-2.047153202,56.50483559,41.61121857,54.55319149,68.45647969,8.783755677,3,3,3,3,3,0,0,0,,0,5,5,4,5,5,4.75,0,0,48.43271622,40.0953302,,90.78069196
5/29/2018,54,19.081341,3.919077353,49,34,47,0,9.33333,3,2,3,3,4,1.84,0.541736339,118,0,0,5,5,5,4,5,4.75,0,0,47.36059685,39.00801326,0,0
5/30/2018,0,18.63238923,-2.09119642,35,38,52,0,9.15,3,3,3,2,3,0,0,0,,0,5,5,5,5,4,4.75,1.84,0.541736339,44.28847748,38.4921249,,118
5/31/2018,38,19.08807645,2.122569807,42,39,49,0,9.25,3,2,3,3,4,0.51,0.863190616,0,0,0,5,5,5,5,5,5,0,0,42.21635811,38.11909367,,0
6/1/2018,0,18.6389662,-2.091934583,56.50483559,41.61121857,54.55319149,68.45647969,8.783755677,3,3,3,3,3,0,0,0,,0,5,5,5,5,5,5,0.51,0.863190616,50.28847748,39.63498204,,0
6/2/2018,0,18.20042277,-2.04271489,56.50483559,41.61121857,54.55319149,68.45647969,8.783755677,3,3,3,3,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,50.28847748,39.63498204,0.007778084,0
6/3/2018,0,17.77219752,-1.994653254,42,39,49,0,6.63333,3,3,2,2,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,48.21635811,39.26195082,0.007778084,90.78069196
6/4/2018,0,17.35404768,-1.947722427,33,34,53,0,8.33333,4,2,3,4,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,44.85852445,38.17463388,0.007778084,90.78069196
6/5/2018,26,17.55747236,0.947542656,56.50483559,41.61121857,54.55319149,68.45647969,8.783755677,3,3,3,3,3,0.31,0.91581094,0,0,0,5,5,5,5,5,5,0,0,45.93064382,39.26195082,,90.78069196
6/6/2018,0,17.14437465,-1.924189884,46,38,47,0,8.98333,4,2,3,4,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0.31,0.91581094,47.5020724,39.26195082,0.007778084,0
6/7/2018,0,16.74099643,-1.878916942,32,38,48,0,8.33333,4,2,3,3,4,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,46.07350097,39.11909367,0.007778084,90.78069196
6/8/2018,0,16.34710902,-1.834709195,61,85,49,0,8.86667,3,3,3,3,4,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,46.71566731,45.31749102,0.007778084,90.78069196
6/9/2018,0,15.96248912,-1.791541582,56.50483559,41.61121857,54.55319149,68.45647969,8.783755677,3,3,3,3,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,46.71566731,45.31749102,0.007778084,90.78069196
6/10/2018,0,15.58691867,-1.749389631,0,26,50,0,7,3,4,3,2,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,40.71566731,43.46034816,0.007778084,90.78069196
6/11/2018,0,15.22018476,-1.708229443,55,74,50,0,7.63333,2,2,3,3,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,43.85852445,49.17463388,0.007778084,90.78069196
6/12/2018,0,14.86207949,-1.668037686,38,37,49,0,7.63333,4,3,2,3,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,41.21497651,48.51588837,0.007778084,90.78069196
6/13/2018,0,14.51239982,-1.628791572,56.50483559,41.61121857,54.55319149,68.45647969,8.783755677,3,3,3,3,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,42.71566731,49.03177673,0.007778084,90.78069196
6/14/2018,0,14.17094753,-1.590468854,43,26,61,0,7.5,4,2,2,4,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,44.28709588,47.31749102,0.007778084,90.78069196
6/15/2018,0,13.83752904,-1.553047804,34,34,53,0,7.5,3,3,2,3,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,40.42995303,40.03177673,0.007778084,90.78069196
6/16/2018,0,13.51195532,-1.516507209,56.50483559,41.61121857,54.55319149,68.45647969,8.783755677,3,3,3,3,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,40.42995303,40.03177673,0.007778084,90.78069196
6/17/2018,0,13.1940418,-1.480826352,56.50483559,41.61121857,54.55319149,68.45647969,8.783755677,3,3,3,3,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,48.5020724,42.26195082,0.007778084,90.78069196
6/18/2018,0,12.88360825,-1.445985006,74,61,58,0,9.86667,2,3,2,3,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,51.21635811,40.40480796,0.007778084,90.78069196
6/19/2018,0,12.58047868,-1.411963417,15,6,68,0,9.86667,3,3,3,3,4,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,47.93064382,35.97623653,0.007778084,90.78069196
6/20/2018,0,12.28448124,-1.3787423,30,19,58,0,9.86667,3,2,3,3,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,44.14423874,32.74606245,0.007778084,90.78069196
6/21/2018,0,11.99544811,-1.346302819,100,116,50,0,9.88333,4,3,3,3,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,52.28709588,45.60320531,0.007778084,90.78069196
6/22/2018,0,11.71321545,-1.314626584,34,29,54,0,8.96667,1,3,2,3,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,52.28709588,44.88891959,0.007778084,90.78069196
6/23/2018,0,11.43762325,-1.283695638,56.50483559,41.61121857,54.55319149,68.45647969,8.783755677,3,3,3,3,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,52.28709588,44.88891959,0.007778084,90.78069196
6/24/2018,0,11.16851526,-1.253492445,50,34,50,0,9.28333,2,3,2,3,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,51.35783366,43.80160265,0.007778084,90.78069196
6/25/2018,0,10.90573894,-1.223999882,56.50483559,41.61121857,54.55319149,68.45647969,8.783755677,3,3,3,3,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,48.85852445,41.03177673,0.007778084,90.78069196
6/26/2018,0,10.64914529,-1.195201229,56.50483559,41.61121857,54.55319149,68.45647969,8.783755677,3,3,3,3,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,54.78778668,46.11909367,0.007778084,90.78069196
6/27/2018,0,10.39858887,-1.16708016,53,38,49,0,9.45,4,2,3,4,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,58.07350097,48.83337939,0.007778084,90.78069196
6/28/2018,0,10.15392761,-1.139620732,56.50483559,41.61121857,54.55319149,68.45647969,8.783755677,3,3,3,3,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,51.85990605,38.20641061,0.007778084,90.78069196
6/29/2018,0,9.915022818,-1.112807379,56.50483559,41.61121857,54.55319149,68.45647969,8.783755677,3,3,3,3,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,55.07488256,40.00801326,0.007778084,90.78069196
6/30/2018,0,9.681739055,-1.086624898,30,37,53,0,9.11667,3,3,2,2,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,51.28847748,39.34926775,0.007778084,90.78069196
7/1/2018,0,9.453944064,-1.061058447,30,21,54,0,8.93333,3,3,2,3,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,48.43133462,37.4921249,0.007778084,90.78069196
7/2/2018,0,9.231508706,-1.036093531,97,76,50,0,8.96667,4,3,2,3,4,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,54.21635811,42.40480796,0.007778084,90.78069196
7/3/2018,0,9.014306877,-1.011715998,97,76,50,0,9.1,3,3,2,4,4,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,60.0013816,47.31749102,0.007778084,90.78069196
7/4/2018,0,8.80221544,-0.987912027,97,76,50,0,9.1,3,2,3,3,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,66.28709588,52.74606245,0.007778084,90.78069196
7/5/2018,0,8.595114157,-0.964668123,56.50483559,41.61121857,54.55319149,68.45647969,8.783755677,3,3,3,3,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,66.28709588,52.74606245,0.007778084,90.78069196
7/6/2018,0,8.392885618,-0.941971109,97,76,50,0,9.03333,3,3,3,2,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,72.07211937,57.65874551,0.007778084,90.78069196
7/7/2018,0,8.195415175,-0.919808118,56.50483559,41.61121857,54.55319149,68.45647969,8.783755677,3,3,3,3,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,75.85852445,58.31749102,0.007778084,90.78069196
7/8/2018,0,8.002590879,-0.898166584,97,76,50,0,8.81667,4,3,3,3,4,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,85.42995303,66.17463388,0.007778084,90.78069196
7/9/2018,0,7.814303413,-0.877034239,46,61,55,0,8.81667,2,3,2,3,4,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,78.14423874,64.03177673,0.007778084,90.78069196
7/10/2018,0,7.630446034,-0.856399103,63,53,50,0,8.55,2,3,2,2,4,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,73.28709588,60.74606245,0.007778084,90.78069196
7/11/2018,0,7.450914508,-0.836249477,40,20,50,0,8.55,3,3,2,2,4,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,65.14423874,52.74606245,0.007778084,90.78069196
7/12/2018,0,7.275607057,-0.816573937,0,0,60,78,9.03333,3,3,3,3,4,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,57.07211937,46.80160265,0.007778084,90.78069196
7/13/2018,0,7.104424294,-0.797361329,56.50483559,41.61121857,54.55319149,68.45647969,8.783755677,3,3,3,3,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,51.28709588,41.88891959,0.007778084,90.78069196
7/14/2018,0,6.937269173,-0.778600762,0,0,55,70,8.36667,4,3,3,3,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,43.21497651,35.9444598,0.007778084,90.78069196
7/15/2018,0,6.774046931,-0.760281599,56.50483559,41.61121857,54.55319149,68.45647969,8.783755677,3,3,3,3,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,37.42995303,31.03177673,0.007778084,90.78069196
7/16/2018,0,6.614665032,-0.742393456,56.50483559,41.61121857,54.55319149,68.45647969,8.783755677,3,3,3,3,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,38.93064382,28.26195082,0.007778084,90.78069196
7/17/2018,0,6.45903312,-0.72492619,56.50483559,41.61121857,54.55319149,68.45647969,8.783755677,3,3,3,3,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,38.00276319,26.63498204,0.007778084,90.78069196
7/18/2018,0,6.307062965,-0.707869899,0,0,49,64,9.05,4,2,3,3,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,32.28847748,23.77783918,0.007778084,90.78069196
7/19/2018,0,6.158668411,-0.691214915,0,0,50,0,9.41667,3,3,2,3,4,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,32.28847748,23.77783918,0.007778084,90.78069196
7/20/2018,0,6.013765331,-0.674951793,56.50483559,41.61121857,54.55319149,68.45647969,8.783755677,3,3,3,3,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,32.28847748,23.77783918,0.007778084,90.78069196
7/21/2018,0,5.872271576,-0.659071316,72,36,50,0,8.63333,3,3,3,3,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,42.57419177,28.92069632,0.007778084,90.78069196
7/22/2018,0,5.73410693,-0.64356448,91,14,50,0,9.2,3,3,2,2,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,47.5020724,24.97623653,0.007778084,90.78069196
7/23/2018,0,5.599193066,-0.628422493,0,0,55,0,8.83333,4,3,3,3,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,39.42995303,19.03177673,0.007778084,90.78069196
7/24/2018,0,5.467453497,-0.613636772,81,10,50,0,8.35,4,3,2,2,4,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,42.92926223,14.51588837,0.007778084,90.78069196
7/25/2018,0,5.338813538,-0.599198933,56.50483559,41.61121857,54.55319149,68.45647969,8.783755677,3,3,3,3,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,51.0013816,20.46034816,0.007778084,90.78069196
7/26/2018,0,5.21320026,-0.585100793,194,46,50,0,7.91667,3,3,4,3,4,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,78.71566731,27.03177673,0.007778084,90.78069196
7/27/2018,0,5.090542451,-0.571334358,56.50483559,41.61121857,54.55319149,68.45647969,8.783755677,3,3,3,3,3,0,0,0,,0,5,5,5,5,5,5,0,0,78.71566731,27.03177673,,90.78069196
7/28/2018,0,4.970770573,-0.557891825,56.50483559,41.61121857,54.55319149,68.45647969,8.783755677,3,3,3,3,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,76.5020724,27.83337939,0.007778084,0
7/29/2018,0,4.853816725,-0.544765571,91,106,50,0,8.58333,2,4,3,3,3,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,76.5020724,40.97623653,0.007778084,90.78069196
7/30/2018,0,4.739614604,-0.531948156,24,29,50,0,8.8,4,3,3,3,4,0,0,90.78069196,0.706099815,0,5,5,5,5,5,5,0,0,79.93064382,45.11909367,0.007778084,90.78069196
7/31/2018,68,6.228024774,6.932945196,76,67,50,62,10.95,3,3,3,2,3,1.77,0.619823193,137,,0,2,5,5,5,5,5,0,0,79.21635811,53.26195082,,90.78069196
8/1/2018,0,6.081489856,-0.68255282,44,48,53,67,9,3,3,2,3,4,0,0,90.78069196,0.706099815,0,5,2,5,5,5,4.25,1.77,0.619823193,77.42995303,54.17463388,0.007778084,137
8/2/2018,13,6.24427073,0.758225726,100,85,48,66,8.33333,3,3,2,2,3,0.4,0.570087713,115,,0,5,5,2,5,5,4.25,0,0,64.0013816,59.74606245,,90.78069196
8/3/2018,23,6.638504779,1.836323823,26,11,57,65,10,3,3,2,1,3,0.47,0.699543924,0,,0,10,5,5,2,5,4.25,0.4,0.570087713,59.64354794,55.37303122,,115
8/4/2018,0,6.482311958,-0.727538878,56,43,51,64,9.03333,4,3,3,3,3,0,0,90.78069196,0.706099815,0,5,10,5,5,2,5.5,0.47,0.699543924,59.57142857,55.57142857,0.007778084,0
8/5/2018,0,6.329794092,-0.710421115,84,46,48,63,9.5,4,3,3,3,4,0,0,90.78069196,0.706099815,0,5,5,10,5,5,6.25,0,0,58.57142857,47,0.007778084,90.78069196
8/6/2018,0,6.180864713,-0.693706105,100,59,49,68,9.58333,3,3,3,2,4,0,0,90.78069196,0.706099815,0,5,5,5,10,5,6.25,0,0,69.42857143,51.28571429,0.007778084,90.78069196
8/7/2018,0,6.035439391,-0.67738437,42,28,47,66,9.48333,4,3,3,3,3,0,0,90.78069196,0.706099815,0,5,5,5,5,10,6.25,0,0,64.57142857,45.71428571,0.007778084,90.78069196
8/8/2018,33,6.669870022,2.955148309,144,129,49,63,8.65,3,3,3,3,3,0.67,0.701810027,139,,0.887290168,3,5,5,5,5,5,0,0,78.85714286,57.28571429,,90.78069196
8/9/2018,42,7.501128391,3.871962736,120,48,48,69,9.31667,2,3,3,4,3,1.12,0.612372436,128,,0.64738292,5,3,5,5,5,4.5,0.67,0.701810027,81.71428571,52,,139
8/10/2018,0,7.324639492,-0.822077066,85,66,49,64,9.58333,3,3,3,3,3,0,0,90.78069196,0.706099815,0,5,5,3,5,5,4.5,1.12,0.612372436,90.14285714,59.85714286,0.007778084,128
8/11/2018,0,7.152303079,-0.80273498,97,79,50,65,9.03333,3,3,3,3,3,0,0,90.78069196,0.706099815,0,5,5,5,3,5,4.5,0,0,96,65,0.007778084,90.78069196
8/12/2018,0,6.984021451,-0.783847979,58,61,47,67,8.65,3,3,3,2,4,0,0,90.78069196,0.706099815,0,5,5,5,5,3,4.5,0,0,92.28571429,67.14285714,0.007778084,90.78069196
8/13/2018,12,7.102038966,0.549720084,56.50483559,41.61121857,54.55319149,68.45647969,8.783755677,3,3,3,3,3,0.72,0.40824829,98,,0.714285714,5,5,5,5,5,5,0,0,86.07211937,64.65874551,,90.78069196
8/14/2018,81,8.840733349,8.098757394,76,49,48,63,8.48333,3,3,3,4,3,1.3,0.789352217,133,,0,5,5,5,5,5,5,0.72,0.40824829,90.92926223,67.65874551,,98
8/15/2018,65,10.16206617,6.154706702,60,48,50,63,8.6,3,2,3,3,3,1.12,0.76181175,137,,0.97323601,5,5,5,5,5,5,1.3,0.789352217,78.92926223,56.08731694,,133
8/16/2018,66,11.47583858,6.119490621,122,92,47,67,9.01667,3,2,3,2,3,2.07,0.564659703,134,,0.863636364,3,5,5,5,5,5,1.12,0.76181175,79.21497651,62.37303122,,137
8/17/2018,46,12.28813386,3.78363359,97,44,52,67,8.56667,4,3,3,3,3,0.67,0.828593485,136,,1.078431373,4,3,5,5,5,4.5,2.07,0.564659703,80.92926223,59.23017408,,134
8/18/2018,21,12.49310938,0.954766401,87,83,48,64,9.38333,3,3,3,3,3,0.68,0.55571893,98,,0.986394558,5,4,3,5,5,4.25,0.67,0.828593485,79.5006908,59.80160265,,136
8/19/2018,0,12.19916759,-1.369167167,80,57,50,66,9.3,2,3,3,2,4,0,0,90.78069196,0.706099815,0,5,5,4,3,5,4.25,0.68,0.55571893,82.64354794,59.23017408,0.007778084,98
8/20/2018,20,12.38270802,0.854922765,104,63,49,70,8.76667,3,3,3,4,3,1.07,0.432337701,102,,0.735294118,5,5,5,4,3,4.25,0,0,89.42857143,62.28571429,,90.78069196
8/21/2018,0,12.09136378,-1.357067864,56.50483559,41.61121857,54.55319149,68.45647969,8.783755677,3,3,3,3,3,0,0,90.78069196,0.706099815,0,5,5,5,5,4,4.75,1.07,0.432337701,86.64354794,61.23017408,0.007778084,102
8/22/2018,77,13.61855451,7.113583246,71,70,48,68,9.01667,3,2,3,3,3,1.35,0.755228687,125,,1.08,5,5,5,5,5,5,0,0,88.21497651,64.37303122,,90.78069196
8/23/2018,27,13.93339736,1.466523285,87,47,50,64,8.75,3,2,3,2,3,0.85,0.563601862,98,,1.003401361,5,5,5,5,5,5,1.35,0.755228687,83.21497651,57.9444598,,125
8/24/2018,57,14.94668188,4.719832073,56,37,50,0,8.83333,4,3,3,4,3,0.97,0.766569544,112,,1.279761905,5,5,5,5,5,5,0.85,0.563601862,77.35783366,56.9444598,,98
8/25/2018,0,14.59501166,-1.638063469,56.50483559,41.61121857,54.55319149,68.45647969,8.783755677,3,3,3,3,3,0,0,0,,0,5,5,5,5,5,5,0.97,0.766569544,73.0013816,51.03177673,,112
8/26/2018,0,14.25161566,-1.599522598,87,83,50,69,8.98333,2,3,3,3,3,0,0,0,,0,5,5,5,5,5,5,0,0,74.0013816,54.74606245,,0
8/27/2018,9,14.128054,-0.575544447,56.50483559,41.61121857,54.55319149,68.45647969,8.783755677,3,3,3,3,3,0.3,0.547722558,0,,0,5,5,5,5,5,5,0,0,67.21635811,51.69052224,,0
